"filename", "language", "JSON", "XML", "C++", "YAML", "Groovy", "Dart", "Properties", "Markdown", "Swift", "HTML", "comment", "blank", "total"
"/Users/kazimierzradzik/Desktop/drawtask/lib/screens/auth/auth_tabs/create_tab.dart", "Dart", 0, 0, 0, 0, 0, 137, 0, 0, 0, 0, 0, 9, 146
"/Users/kazimierzradzik/Desktop/drawtask/lib/screens/auth/auth_tabs/sign_in.dart", "Dart", 0, 0, 0, 0, 0, 141, 0, 0, 0, 0, 0, 7, 148
"/Users/kazimierzradzik/Desktop/drawtask/lib/screens/auth/auth_tabs/sign_up.dart", "Dart", 0, 0, 0, 0, 0, 157, 0, 0, 0, 0, 0, 6, 163
"/Users/kazimierzradzik/Desktop/drawtask/lib/screens/auth/auth_tabs/verify_tab.dart", "Dart", 0, 0, 0, 0, 0, 160, 0, 0, 0, 0, 0, 13, 173
"/Users/kazimierzradzik/Desktop/drawtask/lib/screens/auth/loading_screen.dart", "Dart", 0, 0, 0, 0, 0, 88, 0, 0, 0, 0, 0, 6, 94
"/Users/kazimierzradzik/Desktop/drawtask/lib/screens/main/dashboard_screen/dashboard_screen.dart", "Dart", 0, 0, 0, 0, 0, 75, 0, 0, 0, 0, 0, 7, 82
"/Users/kazimierzradzik/Desktop/drawtask/lib/screens/main/dashboard_screen/old_screen.dart", "Dart", 0, 0, 0, 0, 0, 193, 0, 0, 0, 0, 0, 10, 203
"/Users/kazimierzradzik/Desktop/drawtask/lib/screens/main/dashboard_screen/widgets/game_tab.dart", "Dart", 0, 0, 0, 0, 0, 203, 0, 0, 0, 0, 2, 10, 215
"/Users/kazimierzradzik/Desktop/drawtask/lib/screens/main/dashboard_screen/widgets/widgets.dart", "Dart", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"/Users/kazimierzradzik/Desktop/drawtask/lib/screens/main/dashboard_screen/zoom_widget.dart", "Dart", 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 3, 25
"/Users/kazimierzradzik/Desktop/drawtask/lib/screens/main/drawing_screen/drawing_screen.dart", "Dart", 0, 0, 0, 0, 0, 254, 0, 0, 0, 0, 0, 12, 266
"/Users/kazimierzradzik/Desktop/drawtask/lib/screens/main/drawing_screen/widgets/colors_palette.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/kazimierzradzik/Desktop/drawtask/lib/screens/main/drawing_screen/widgets/colors_tool.dart", "Dart", 0, 0, 0, 0, 0, 66, 0, 0, 0, 0, 0, 6, 72
"/Users/kazimierzradzik/Desktop/drawtask/lib/screens/main/drawing_screen/widgets/draw_timer.dart", "Dart", 0, 0, 0, 0, 0, 38, 0, 0, 0, 0, 0, 6, 44
"/Users/kazimierzradzik/Desktop/drawtask/lib/screens/main/drawing_screen/widgets/shape_palette.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/kazimierzradzik/Desktop/drawtask/lib/screens/main/drawing_screen/widgets/shapes_tool.dart", "Dart", 0, 0, 0, 0, 0, 153, 0, 0, 0, 0, 0, 4, 157
"/Users/kazimierzradzik/Desktop/drawtask/lib/screens/main/drawing_screen/widgets/tools.dart", "Dart", 0, 0, 0, 0, 0, 134, 0, 0, 0, 0, 0, 6, 140
"/Users/kazimierzradzik/Desktop/drawtask/lib/screens/main/drawing_screen/widgets/top_buttons.dart", "Dart", 0, 0, 0, 0, 0, 46, 0, 0, 0, 0, 0, 4, 50
"/Users/kazimierzradzik/Desktop/drawtask/lib/screens/main/drawing_screen/widgets/widgets.dart", "Dart", 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 6
"/Users/kazimierzradzik/Desktop/drawtask/lib/screens/main/drawing_screen/widgets/width_tool.dart", "Dart", 0, 0, 0, 0, 0, 62, 0, 0, 0, 0, 0, 6, 68
"/Users/kazimierzradzik/Desktop/drawtask/lib/screens/main/friends_game_screen.dart", "Dart", 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 3, 15
"/Users/kazimierzradzik/Desktop/drawtask/lib/screens/main/game_screen.dart", "Dart", 0, 0, 0, 0, 0, 333, 0, 0, 0, 0, 0, 8, 341
"/Users/kazimierzradzik/Desktop/drawtask/lib/screens/main/home_screen.dart", "Dart", 0, 0, 0, 0, 0, 35, 0, 0, 0, 0, 0, 4, 39
"/Users/kazimierzradzik/Desktop/drawtask/lib/screens/main/joining_to_game_screen.dart", "Dart", 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 5, 28
"/Users/kazimierzradzik/Desktop/drawtask/lib/screens/main/new_game_screen.dart", "Dart", 0, 0, 0, 0, 0, 49, 0, 0, 0, 0, 0, 7, 56
"/Users/kazimierzradzik/Desktop/drawtask/lib/screens/main/new_game_screen/new_game_screen.dart", "Dart", 0, 0, 0, 0, 0, 48, 0, 0, 0, 0, 0, 7, 55
"/Users/kazimierzradzik/Desktop/drawtask/lib/screens/main/new_game_screen/widgets/new_game_button.dart", "Dart", 0, 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 3, 32
"/Users/kazimierzradzik/Desktop/drawtask/lib/screens/main/new_game_screen/widgets/new_game_tab.dart", "Dart", 0, 0, 0, 0, 0, 85, 0, 0, 0, 0, 0, 3, 88
"/Users/kazimierzradzik/Desktop/drawtask/lib/screens/main/profile_screen/content/drawings/drawings.dart", "Dart", 0, 0, 0, 0, 0, 113, 0, 0, 0, 0, 0, 5, 118
"/Users/kazimierzradzik/Desktop/drawtask/lib/screens/main/profile_screen/content/friends/friends_content 2.dart", "Dart", 0, 0, 0, 0, 0, 79, 0, 0, 0, 0, 2, 9, 90
"/Users/kazimierzradzik/Desktop/drawtask/lib/screens/main/profile_screen/content/friends/friends_content.dart", "Dart", 0, 0, 0, 0, 0, 81, 0, 0, 0, 0, 2, 9, 92
"/Users/kazimierzradzik/Desktop/drawtask/lib/screens/main/profile_screen/content/friends/friends_list.dart", "Dart", 0, 0, 0, 0, 0, 405, 0, 0, 0, 0, 0, 6, 411
"/Users/kazimierzradzik/Desktop/drawtask/lib/screens/main/profile_screen/content/friends/old_friends_content.dart", "Dart", 0, 0, 0, 0, 0, 181, 0, 0, 0, 0, 0, 6, 187
"/Users/kazimierzradzik/Desktop/drawtask/lib/screens/main/profile_screen/profile_screen.dart", "Dart", 0, 0, 0, 0, 0, 96, 0, 0, 0, 0, 0, 9, 105
"/Users/kazimierzradzik/Desktop/drawtask/lib/screens/main/score_screen.dart", "Dart", 0, 0, 0, 0, 0, 122, 0, 0, 0, 0, 0, 4, 126
"/Users/kazimierzradzik/Desktop/drawtask/lib/screens/main/user_screen.dart", "Dart", 0, 0, 0, 0, 0, 33, 0, 0, 0, 0, 0, 4, 37
"/Users/kazimierzradzik/Desktop/drawtask/lib/screens/main/widgets/app_bar.dart", "Dart", 0, 0, 0, 0, 0, 191, 0, 0, 0, 0, 0, 10, 201
"/Users/kazimierzradzik/Desktop/drawtask/lib/screens/main/widgets/avatar.dart", "Dart", 0, 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 3, 34
"/Users/kazimierzradzik/Desktop/drawtask/lib/screens/main/widgets/bottom_nav_bar.dart", "Dart", 0, 0, 0, 0, 0, 133, 0, 0, 0, 0, 0, 8, 141
"/Users/kazimierzradzik/Desktop/drawtask/lib/screens/main/widgets/custom_text_button.dart", "Dart", 0, 0, 0, 0, 0, 48, 0, 0, 0, 0, 0, 4, 52
"/Users/kazimierzradzik/Desktop/drawtask/lib/screens/main/widgets/drawer/drawer.dart", "Dart", 0, 0, 0, 0, 0, 117, 0, 0, 0, 0, 0, 7, 124
"/Users/kazimierzradzik/Desktop/drawtask/lib/screens/main/widgets/drawer/drawer_tabs/about_us.dart", "Dart", 0, 0, 0, 0, 0, 68, 0, 0, 0, 0, 0, 3, 71
"/Users/kazimierzradzik/Desktop/drawtask/lib/screens/main/widgets/drawer/drawer_tabs/tabs.dart", "Dart", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"/Users/kazimierzradzik/Desktop/drawtask/lib/screens/main/widgets/widgets.dart", "Dart", 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 1, 6
"/Users/kazimierzradzik/Desktop/drawtask/lib/screens/screens.dart", "Dart", 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 3, 5, 20
"/Users/kazimierzradzik/Desktop/drawtask/lib/screens/splash/splash_screen.dart", "Dart", 0, 0, 0, 0, 0, 48, 0, 0, 0, 0, 0, 8, 56
"/Users/kazimierzradzik/Desktop/drawtask/lib/screens/widgets/animated_tab.dart", "Dart", 0, 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 3, 32
"/Users/kazimierzradzik/Desktop/drawtask/lib/screens/widgets/custom_text_form_field.dart", "Dart", 0, 0, 0, 0, 0, 82, 0, 0, 0, 0, 0, 4, 86
"/Users/kazimierzradzik/Desktop/drawtask/lib/screens/widgets/main_button.dart", "Dart", 0, 0, 0, 0, 0, 62, 0, 0, 0, 0, 0, 5, 67
"/Users/kazimierzradzik/Desktop/drawtask/lib/screens/widgets/shadow_container.dart", "Dart", 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 3, 28
"/Users/kazimierzradzik/Desktop/drawtask/lib/screens/widgets/widgets.dart", "Dart", 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 4
"/Users/kazimierzradzik/Desktop/drawtask/lib/sockets/auth_socket.dart", "Dart", 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 1, 5, 32
"/Users/kazimierzradzik/Desktop/drawtask/lib/sockets/game_socket.dart", "Dart", 0, 0, 0, 0, 0, 62, 0, 0, 0, 0, 6, 13, 81
"/Users/kazimierzradzik/Desktop/drawtask/lib/sockets/picture_socket.dart", "Dart", 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 12, 14, 66
"/Users/kazimierzradzik/Desktop/drawtask/lib/sockets/socket_connect.dart", "Dart", 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 4, 21
"/Users/kazimierzradzik/Desktop/drawtask/lib/sockets/sockets.dart", "Dart", 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 5
"/Users/kazimierzradzik/Desktop/drawtask/lib/sockets/voted_socket.dart", "Dart", 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 5, 33
"/Users/kazimierzradzik/Desktop/drawtask/linux/flutter/generated_plugin_registrant.cc", "C++", 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 4, 5, 12
"/Users/kazimierzradzik/Desktop/drawtask/linux/flutter/generated_plugin_registrant.h", "C++", 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 5, 6, 16
"/Users/kazimierzradzik/Desktop/drawtask/linux/main.cc", "C++", 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7
"/Users/kazimierzradzik/Desktop/drawtask/linux/my_application.cc", "C++", 0, 0, 74, 0, 0, 0, 0, 0, 0, 0, 11, 20, 105
"/Users/kazimierzradzik/Desktop/drawtask/linux/my_application.h", "C++", 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 7, 5, 19
"/Users/kazimierzradzik/Desktop/drawtask/macos/Flutter/GeneratedPluginRegistrant.swift", "Swift", 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 3, 4, 19
"/Users/kazimierzradzik/Desktop/drawtask/macos/Runner/AppDelegate.swift", "Swift", 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 2, 10
"/Users/kazimierzradzik/Desktop/drawtask/macos/Runner/Assets.xcassets/AppIcon.appiconset/Contents.json", "JSON", 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 69
"/Users/kazimierzradzik/Desktop/drawtask/macos/Runner/Base.lproj/MainMenu.xib", "XML", 0, 343, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 344
"/Users/kazimierzradzik/Desktop/drawtask/macos/Runner/MainFlutterWindow.swift", "Swift", 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 4, 16
"/Users/kazimierzradzik/Desktop/drawtask/macos/RunnerTests/RunnerTests.swift", "Swift", 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 2, 4, 13
"/Users/kazimierzradzik/Desktop/drawtask/pubspec.yaml", "YAML", 0, 0, 0, 70, 0, 0, 0, 0, 0, 0, 54, 13, 137
"/Users/kazimierzradzik/Desktop/drawtask/test/widget_test.dart", "Dart", 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 10, 7, 31
"/Users/kazimierzradzik/Desktop/drawtask/web/index.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 16, 6, 60
"/Users/kazimierzradzik/Desktop/drawtask/web/manifest.json", "JSON", 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 36
"/Users/kazimierzradzik/Desktop/drawtask/windows/flutter/generated_plugin_registrant.cc", "C++", 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 4, 5, 15
"/Users/kazimierzradzik/Desktop/drawtask/windows/flutter/generated_plugin_registrant.h", "C++", 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 5, 6, 16
"/Users/kazimierzradzik/Desktop/drawtask/windows/runner/flutter_window.cpp", "C++", 0, 0, 48, 0, 0, 0, 0, 0, 0, 0, 4, 15, 67
"/Users/kazimierzradzik/Desktop/drawtask/windows/runner/flutter_window.h", "C++", 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 5, 9, 34
"/Users/kazimierzradzik/Desktop/drawtask/windows/runner/main.cpp", "C++", 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 4, 10, 44
"/Users/kazimierzradzik/Desktop/drawtask/windows/runner/resource.h", "C++", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 6, 2, 17
"/Users/kazimierzradzik/Desktop/drawtask/windows/runner/utils.cpp", "C++", 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 2, 10, 66
"/Users/kazimierzradzik/Desktop/drawtask/windows/runner/utils.h", "C++", 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 6, 6, 20
"/Users/kazimierzradzik/Desktop/drawtask/windows/runner/win32_window.cpp", "C++", 0, 0, 210, 0, 0, 0, 0, 0, 0, 0, 24, 55, 289
"/Users/kazimierzradzik/Desktop/drawtask/windows/runner/win32_window.h", "C++", 0, 0, 48, 0, 0, 0, 0, 0, 0, 0, 31, 24, 103
"Total", "-", 253, 929, 533, 73, 96, 6916, 8, 20, 58, 38, 361, 980, 10265